Date,Dollar,Dubai,Brent,WTI,Oman
2014-05-08,1022.7,104.09,108.04,100.26,104.38
2014-05-09,1024.2,104.99,107.89,99.99,105.12
2014-05-12,1024.58,104.46,108.41,100.59,104.67
2014-05-13,1022.5,-,109.24,101.7,-
2014-05-14,1027.9,105.67,110.19,102.37,105.79
2014-05-15,1025.05,105.78,110.44,101.5,106.03
2014-05-16,1023.82,105.07,109.75,102.02,105.96
2014-05-19,1022.5,106.56,109.37,102.61,106.82
2014-05-20,1025.5,106.12,109.69,102.44,106.37
2014-05-21,1027.1,106.59,110.55,104.07,106.69
2014-05-22,1024.75,106.94,110.36,103.74,106.98
2014-05-23,1024.85,106.84,110.54,104.35,106.87
2014-05-26,1024.3,106.66,110.32,-,106.71
2014-05-27,1024,106.81,110.02,104.11,106.81
2014-05-28,1022.25,106.59,109.81,102.72,106.68
2014-05-29,1020.9,106.33,109.97,103.58,106.46
2014-05-30,1020.8,106.28,109.41,102.71,106.26
2014-06-02,1024.5,105.60,108.83,102.47,106.07
2014-06-03,1023.5,104.85,108.82,102.66,105.22
2014-06-04,1023.5,105.31,108.4,102.64,105.73
2014-06-05,1020.5,104.28,108.79,102.48,104.57
2014-06-06,1019.95,105.31,108.61,102.66,105.42
2014-06-09,1016.75,105.14,109.99,104.41,105.22
2014-06-10,1017.2,105.16,109.52,104.35,105.76
2014-06-11,1015.8,105.37,109.95,104.4,105.97
2014-06-12,1017.7,106.96,113.02,106.53,106.92
2014-06-13,1018.05,109.51,113.41,106.91,109.51
2014-06-16,1020.5,109.27,112.94,106.9,109.31
2014-06-17,1022,108.76,113.45,106.36,108.76
2014-06-18,1023.12,109.94,114.26,105.97,109.93
2014-06-19,1018.92,110.46,115.06,106.43,110.46
2014-06-20,1021.21,110.74,114.81,107.26,110.67
2014-06-23,1019,111.23,114.12,106.17,111.27
2014-06-24,1019,109.76,114.46,106.03,109.77
2014-06-25,1019.95,110.05,114,106.5,110.03
2014-06-26,1016.7,109.89,113.21,105.84,109.87
2014-06-27,1014.12,109.68,113.3,105.74,109.66
2014-06-30,1012,109.29,112.36,105.37,109.32
2014-07-01,1010.88,109.18,112.29,105.34,109.17
2014-07-02,1009.6,109.16,111.24,104.48,109.14
2014-07-03,1009.25,107.72,111,104.06,107.73
2014-07-04,1009.45,107.95,110.64,-,107.98
2014-07-07,1011.5,107.15,110.24,103.53,107.57
2014-07-08,1011.9,106.94,108.94,103.4,106.93
2014-07-09,1012.25,106.11,108.28,102.29,106.21
2014-07-10,1013.5,105.67,108.67,102.93,105.72
2014-07-11,1019.05,106.03,106.66,100.83,106.05
2014-07-14,1019.35,104.76,106.98,100.91,104.83
2014-07-15,1027,104.49,106.02,99.96,104.71
2014-07-16,1032.15,105.06,105.85,101.2,105.11
2014-07-17,1029.2,104.96,107.89,103.19,104.96
2014-07-18,1029.5,105.71,107.24,103.13,105.76
2014-07-21,1027.05,105.17,107.68,104.59,105.23
2014-07-22,1024.6,105.53,107.33,104.42,105.74
2014-07-23,1024.2,105.33,108.03,103.12,105.73
2014-07-24,1029.45,105.79,107.07,102.07,106.03
2014-07-25,1026.05,105.15,108.39,102.09,105.48
2014-07-28,1026.25,-,107.57,101.67,-
2014-07-29,1025.05,105.84,107.72,100.97,106.35
2014-07-30,1024.75,105.98,106.51,100.27,106.49
2014-07-31,1028,105.23,106.02,98.17,105.84
2014-08-01,1037.75,104.92,104.84,97.88,105.53
2014-08-04,1033.35,103.15,105.41,98.29,103.28
2014-08-05,1028.2,103.81,104.61,97.38,103.75
2014-08-06,1034,102.87,104.59,96.92,102.85
2014-08-07,1037,103.00,105.44,97.34,102.96
2014-08-08,1036.55,103.85,105.02,97.65,103.88
2014-08-11,1030.4,103.48,104.68,98.08,103.4
2014-08-12,1027.15,103.25,103.02,97.37,103.16
2014-08-13,1030.25,101.98,104.28,97.59,102.13
2014-08-14,1021.2,103.02,102.01,95.58,102.99
2014-08-15,1021.2,100.96,103.53,97.35,100.72
2014-08-18,1017.6,102.12,101.6,96.41,101.95
2014-08-19,1017.95,100.64,101.56,94.48,100.47
2014-08-20,1022.85,100.45,102.28,96.07,100.45
2014-08-21,1023.65,100.30,102.63,93.96,100.35
2014-08-22,1018,100.52,102.29,93.65,100.64
2014-08-25,1020.05,100.24,102.65,93.35,100.37
2014-08-26,1016.65,100.49,102.5,93.86,100.71
2014-08-27,1014.35,100.51,102.72,93.88,100.74
2014-08-28,1015.1,100.68,102.46,94.55,100.91
2014-08-29,1014.1,100.52,103.19,95.96,100.61
2014-09-01,1013.05,100.94,102.79,-,100.86
2014-09-02,1018.6,100.39,100.34,92.88,100.41
2014-09-03,1019.95,97.74,102.77,95.54,97.97
2014-09-04,1019.1,100.05,101.83,94.45,100.17
2014-09-05,1024.65,99.03,100.82,93.29,99.12
2014-09-08,1024.25,98.07,100.2,92.66,98.13
2014-09-09,1034.72,97.56,99.16,92.75,97.63
2014-09-10,1034.4,96.77,98.04,91.67,96.76
2014-09-11,1035.97,95.81,98.08,92.83,95.77
2014-09-12,1035.3,95.89,97.11,92.27,95.83
2014-09-15,1038.5,95.19,96.65,92.92,95.17
2014-09-16,1036.2,94.94,99.05,94.88,94.93
2014-09-17,1034.9,96.46,98.97,94.42,96.3
2014-09-18,1043.95,96.37,97.7,93.07,96.21
2014-09-19,1044.2,95.42,98.39,92.41,95.4
2014-09-22,1041,95.92,96.97,91.52,95.92
2014-09-23,1040.15,94.92,96.85,91.56,94.85
2014-09-24,1040.02,94.84,96.95,92.8,94.93
2014-09-25,1043.65,94.92,97,92.53,94.98
2014-09-26,1044.35,94.91,97,93.54,95.01
2014-09-29,1053.4,94.90,97.2,94.57,94.98
2014-09-30,1054.95,95.01,94.67,91.16,95.06
2014-10-01,1062.95,93.52,94.16,90.73,94.21
2014-10-02,1061.35,91.86,93.42,91.01,92.2
2014-10-03,1061.35,91.12,92.31,89.74,91.62
2014-10-06,1068.9,90.14,92.79,90.34,90.45
2014-10-07,1069.65,90.88,92.11,88.85,90.99
2014-10-08,1075.4,89.93,91.38,87.31,90.18
2014-10-09,1063.6,89.23,90.05,85.77,89.44
2014-10-10,1074.1,88.04,90.21,85.82,88.18
2014-10-13,1067.1,88.25,88.89,85.74,88.35
2014-10-14,1065.78,87.34,85.04,81.84,87.51
2014-10-15,1060.97,84.23,83.78,81.78,84.31
2014-10-16,1061.07,83.07,84.47,82.7,82.92
2014-10-17,1063.37,83.85,86.16,82.75,84.12
2014-10-20,1056.2,84.89,85.4,82.71,84.84
2014-10-21,1055.3,84.33,86.22,82.81,83.89
2014-10-22,1053.74,-,84.71,80.52,-
2014-10-23,1060.5,83.25,86.83,82.09,82.63
2014-10-24,1057.5,84.63,86.13,81.01,84.45
2014-10-27,1051.03,84.19,85.83,81,83.81
2014-10-28,1048.03,83.98,86.03,81.42,83.64
2014-10-29,1054.19,84.14,87.12,82.2,83.95
2014-10-30,1054.67,84.82,86.24,81.12,84.58
2014-10-31,1073.6,84.27,85.86,80.54,83.89
2014-11-03,1083.15,84.04,84.78,78.78,83.43
2014-11-04,1078.09,81.65,82.82,77.19,81.68
2014-11-05,1090.54,79.77,82.95,78.68,79.86
2014-11-06,1091,79.80,82.86,77.91,79.98
2014-11-07,1086.84,79.67,83.39,78.65,79.89
2014-11-10,1090.29,80.08,82.34,77.4,80.3
2014-11-11,1094.72,79.16,81.67,77.94,79.4
2014-11-12,1095.66,78.55,80.38,77.18,78.76
2014-11-13,1096.68,77.56,77.92,74.21,77.67
2014-11-14,1100.84,74.01,79.41,75.82,74.56
2014-11-17,1100.93,75.14,79.31,75.64,76.1
2014-11-18,1100.85,75.08,78.47,74.61,76.09
2014-11-19,1113.8,74.46,78.1,74.58,75.37
2014-11-20,1111.91,74.18,79.33,75.58,75.28
2014-11-21,1111.25,75.90,80.36,76.51,77.2
2014-11-24,1114.02,77.54,79.68,75.78,79
2014-11-25,1110.22,77.11,78.33,74.09,78.62
2014-11-26,1103.74,75.71,77.75,73.69,77.53
2014-11-27,1100.32,73.33,72.58,-,75.81
2014-11-28,1113.17,69.09,70.15,66.15,71.05
2014-12-01,1110.09,66.49,72.54,69,68.02
2014-12-02,1115.32,69.02,70.54,66.88,70.98
2014-12-03,1116.11,67.07,69.92,67.38,68.97
2014-12-04,1112.36,66.95,69.64,66.81,68.22
2014-12-05,1121.6,66.24,69.07,65.84,68.57
2014-12-08,1112.06,65.62,66.19,63.05,66.65
2014-12-09,1104.93,63.20,66.84,63.82,64.26
2014-12-10,1101.62,63.76,64.24,60.94,64.37
2014-12-11,1102.85,61.57,63.68,59.95,62.08
2014-12-12,1104.35,60.51,61.85,57.81,61.07
2014-12-15,1097.77,59.56,61.06,55.91,59.93
2014-12-16,1081.01,56.50,59.86,55.93,57.75
2014-12-17,1097.16,55.56,61.18,56.47,56.78
2014-12-18,1099.74,56.42,59.27,54.11,57.42
2014-12-19,1100.11,55.70,61.38,56.52,57.09
2014-12-22,1100.12,58.09,60.11,55.26,59.46
2014-12-23,1106.57,56.20,61.69,57.12,57.85
2014-12-24,1104.35,57.22,60.24,55.84,58.79
2014-12-25,1101.85,,,,
2014-12-26,1099.8,56.32,59.45,54.73,57.74
2014-12-29,1100.3,55.87,57.88,53.61,57
2014-12-30,1096.92,53.62,57.9,54.12,54.04
2014-12-31,1093.9,53.60,57.33,53.27,54.02
2015-01-01,1092.45,,,,
2015-01-02,1106.92,53.27,56.42,52.69,53.53
2015-01-05,1109.93,50.98,53.11,50.04,51.39
2015-01-06,1099,48.08,51.1,47.93,48.46
2015-01-07,1098.74,46.60,51.15,48.65,47
2015-01-08,1095.51,47.50,50.96,48.79,47.78
2015-01-09,1085.82,47.41,50.11,48.36,47.52
2015-01-12,1082.72,45.67,47.43,46.07,45.89
2015-01-13,1078.78,43.30,46.59,45.89,43.53
2015-01-14,1082.85,42.55,48.69,48.48,42.8
2015-01-15,1075.69,44.48,47.67,46.25,44.84
2015-01-16,1079.07,43.92,50.17,48.69,44.6
2015-01-19,1079.4,46.04,48.84,-,46.7
2015-01-20,1088.02,44.82,47.99,46.39,45.46
2015-01-21,1082.3,44.75,49.03,47.78,45.3
2015-01-22,1085.24,44.65,48.52,46.31,45.28
2015-01-23,1077.51,44.42,48.79,45.59,45.06
2015-01-26,1080.7,44.15,48.16,45.15,45.13
2015-01-27,1078.01,43.63,49.6,46.23,44.91
2015-01-28,1085.87,44.83,48.47,44.45,46.21
2015-01-29,1099.96,44.63,49.13,44.53,45.98
2015-01-30,1102.4,45.59,52.99,48.24,46.9
2015-02-02,1099.45,48.81,54.75,49.57,49.73
2015-02-03,1093.04,52.62,57.91,53.05,53.96
2015-02-04,1088.09,54.72,54.16,48.45,56.22
2015-02-05,1086.54,51.41,56.57,50.48,52.83
2015-02-06,1098.01,54.23,57.8,51.69,55.31
2015-02-09,1095.23,55.37,58.34,52.86,56.51
2015-02-10,1099.3,55.83,56.43,50.02,57.09
2015-02-11,1108.25,54.91,54.66,48.84,56.29
2015-02-12,1101.56,54.75,57.05,51.21,55.72
2015-02-13,1097.88,57.70,61.52,52.78,58.68
2015-02-16,1101.77,58.83,61.4,-,59.97
2015-02-17,1108.87,58.89,62.53,53.53,59.99
2015-02-18,1108.62,59.32,60.53,52.14,60.49
2015-02-19,1111.82,-,60.21,51.16,-
2015-02-20,1110.56,-,60.22,50.34,-
2015-02-23,1108.4,57.29,58.9,49.45,58.31
2015-02-24,1105.83,56.06,58.66,49.28,57.03
2015-02-25,1100.71,55.84,61.63,50.99,56.82
2015-02-26,1102.65,58.42,60.05,48.17,59.39
2015-02-27,1101.28,57.39,62.58,49.76,58.19
2015-03-02,1103.05,59.58,59.54,49.59,60.33
2015-03-03,1096.83,57.15,61.02,50.52,57.99
2015-03-04,1101.52,57.80,60.55,51.53,58.75
2015-03-05,1102.35,57.35,60.48,50.76,58.3
2015-03-06,1110.81,57.26,59.73,49.61,58.22
2015-03-09,1115,56.58,58.53,50,57.53
2015-03-10,1127.41,55.48,56.39,48.29,56.44
2015-03-11,1132.08,53.50,57.54,48.17,54.42
2015-03-12,1125.64,55.40,57.08,47.05,56.24
2015-03-13,1138.12,54.96,54.67,44.84,55.79
2015-03-16,1131.91,52.75,53.44,43.88,53.56
2015-03-17,1129.3,51.64,53.51,43.46,52.47
2015-03-18,1111.66,51.24,55.91,44.66,52.03
2015-03-19,1122.03,53.40,54.43,43.96,54.24
2015-03-20,1113.51,52.06,55.32,45.72,52.86
2015-03-23,1106.73,52.87,55.92,47.45,53.7
2015-03-24,1103.69,53.40,55.11,47.51,54.22
2015-03-25,1101.9,52.69,56.48,49.21,53.5
2015-03-26,1105.07,53.99,59.19,51.43,54.81
2015-03-27,1103.73,56.37,56.41,48.87,57.24
2015-03-30,1107.49,53.95,56.29,48.68,54.73
2015-03-31,1108.99,53.84,55.11,47.6,54.64
2015-04-01,1098.3,52.83,57.1,50.09,53.59
2015-04-02,1091.29,54.63,54.95,49.14,55.49
2015-04-03,1086.48,,,,
2015-04-06,1086.13,53.95,58.12,52.14,54.67
2015-04-07,1095.57,55.01,59.1,53.98,55.78
2015-04-08,1092.93,55.92,55.55,50.42,56.65
2015-04-09,1096.74,53.31,56.57,50.79,53.91
2015-04-10,1093.96,54.28,57.87,51.64,54.91
2015-04-13,1101.64,56.58,57.93,51.91,57.15
2015-04-14,1092.06,56.32,58.43,53.29,56.94
2015-04-15,1092.34,56.82,60.32,56.39,57.5
2015-04-16,1084.45,58.66,63.98,56.71,59.17
2015-04-17,1083.79,59.21,63.45,55.74,59.76
2015-04-20,1083.25,59.34,63.45,56.38,59.83
2015-04-21,1083.02,59.25,62.08,55.26,59.74
2015-04-22,1084.07,58.03,62.73,56.16,58.51
2015-04-23,1080.97,58.60,64.85,57.74,59.08
2015-04-24,1076.39,61.43,65.28,57.15,61.8
2015-04-27,1069.01,62.00,64.83,56.99,62.34
2015-04-28,1064.38,61.62,64.64,57.06,61.95
2015-04-29,1070.32,61.65,65.84,58.58,61.96
2015-04-30,1077.34,62.69,66.78,59.63,63.02
2015-05-01,1081.35,-,66.46,59.15,-
2015-05-04,1081.83,63.03,66.45,58.93,63.42
2015-05-05,1081.34,63.28,67.52,60.4,63.67
2015-05-06,1080.35,64.79,67.77,60.93,64.99
2015-05-07,1094.01,65.06,65.54,58.94,65.25
2015-05-08,1087.99,62.96,65.39,59.39,63.17
2015-05-11,1097.14,62.84,64.91,59.25,63.04
2015-05-12,1093.24,62.40,66.86,60.75,62.6
2015-05-13,1092.97,64.21,66.81,60.5,64.39
2015-05-14,1088.61,63.61,66.59,59.88,63.84
2015-05-15,1083.72,63.49,66.81,59.69,63.7
2015-05-18,1090.45,63.58,66.27,59.43,63.71
2015-05-19,1095.37,62.79,64.02,57.26,62.93
2015-05-20,1096.28,61.75,65.03,58.98,61.78
2015-05-21,1093.32,62.68,66.54,60.72,62.69
2015-05-22,1096.68,64.03,65.37,59.72,64.18
2015-05-25,1096.96,62.98,65.52,-,63.17
2015-05-26,1107.92,63.07,63.72,58.03,63.18
2015-05-27,1109.43,62.11,62.06,57.51,62.13
2015-05-28,1108.68,60.64,62.58,57.68,60.72
2015-05-29,1113.01,61.11,65.56,60.3,61.3
2015-06-01,1116.2,-,64.88,60.2,-
2015-06-02,1107.58,62.49,65.49,61.26,62.72
2015-06-03,1107.51,62.30,63.8,59.64,62.58
2015-06-04,1113.65,60.71,62.03,58,60.97
2015-06-05,1124.54,59.03,63.31,59.13,59.26
2015-06-08,1118.87,60.23,62.69,58.14,60.49
2015-06-09,1121.45,59.64,64.88,60.14,59.86
2015-06-10,1110.86,62.66,65.7,61.43,62.8
2015-06-11,1113.44,63.44,65.11,60.77,63.59
2015-06-12,1112.17,62.42,63.87,59.96,62.64
2015-06-15,1116.62,61.29,62.61,59.52,61.49
2015-06-16,1118.74,60.46,63.7,59.97,60.67
2015-06-17,1115.15,60.81,63.87,59.92,60.99
2015-06-18,1105.58,60.98,64.26,60.45,61.16
2015-06-19,1103.2,60.93,63.02,59.61,61.15
2015-06-22,1101.38,59.82,63.34,59.68,60.04
2015-06-23,1106.73,60.11,64.45,61.01,60.33
2015-06-24,1110.18,61.09,63.49,60.27,61.35
2015-06-25,1111.98,60.26,63.2,59.7,60.5
2015-06-26,1122.95,60.01,63.26,59.63,60.27
2015-06-29,1120.16,59.36,62.01,58.33,59.65
2015-06-30,1120.03,59.56,63.59,59.47,59.7
2015-07-01,1125.21,60.93,62.01,56.96,60.97
2015-07-02,1123.5,59.51,62.07,56.93,59.78
2015-07-03,1122.6,59.45,60.32,-,59.73
2015-07-06,1126.09,57.93,56.54,52.53,58.36
2015-07-07,1134.8,55.16,56.85,52.33,55.36
2015-07-08,1135.53,54.98,57.05,51.65,55.2
2015-07-09,1132.22,56.69,58.61,52.78,56.8
2015-07-10,1131.2,58.19,58.73,52.74,58.35
2015-07-13,1136.59,57.75,57.85,52.2,57.93
2015-07-14,1143.21,56.25,58.51,53.04,56.49
2015-07-15,1147.51,56.93,57.05,51.41,56.98
2015-07-16,1146.79,55.75,57.51,50.91,55.85
2015-07-17,1150.18,-,57.1,50.89,-
2015-07-20,1156.7,55.40,56.65,50.15,55.57
2015-07-21,1148.84,54.68,57.04,50.36,54.85
2015-07-22,1157.04,55.03,56.13,49.19,55.21
2015-07-23,1162.13,54.22,55.27,48.45,54.43
2015-07-24,1170.35,53.45,54.62,48.14,53.63
2015-07-27,1167.56,52.87,53.47,47.39,53.06
2015-07-28,1160.46,51.85,53.3,47.98,52.03
2015-07-29,1162.04,51.86,53.38,48.79,52.05
2015-07-30,1173.17,52.53,53.31,48.52,52.73
2015-07-31,1166.67,52.07,52.21,47.12,52.36
2015-08-03,1171.04,51.11,49.52,45.17,51.54
2015-08-04,1169.37,50.13,49.99,45.74,50.25
2015-08-05,1173.91,50.09,49.59,45.15,50.23
2015-08-06,1163.68,49.71,49.52,44.66,49.84
2015-08-07,1164.7,-,48.61,43.87,-
2015-08-10,1159.2,-,50.41,44.96,-
2015-08-11,1179.23,50.59,49.18,43.08,50.62
2015-08-12,1173.58,49.37,49.66,43.3,49.39
2015-08-13,1178.51,49.87,49.22,42.23,49.9
2015-08-14,1179.33,49.43,49.03,42.5,49.45
2015-08-17,1183.36,48.53,48.74,41.87,48.59
2015-08-18,1186.07,48.22,48.81,42.62,48.28
2015-08-19,1184.16,48.27,47.16,40.8,48.33
2015-08-20,1184.93,46.73,46.62,41.14,46.77
2015-08-21,1195.85,46.23,45.46,40.45,46.25
2015-08-24,1190.94,44.40,42.69,38.24,44.49
2015-08-25,1190.95,42.66,43.21,39.31,42.66
2015-08-26,1183.2,42.94,43.14,38.6,42.95
2015-08-27,1174.13,43.57,47.56,42.56,43.57
2015-08-28,1179.87,46.84,50.05,45.22,46.84
2015-08-31,1182.82,48.72,54.15,49.2,48.72
2015-09-01,1180.05,49.98,49.56,45.41,50.08
2015-09-02,1184.08,46.16,50.5,46.25,46.83
2015-09-03,1191.04,47.01,50.68,46.75,47.7
2015-09-04,1201.33,47.19,49.61,46.05,47.89
2015-09-07,1203.4,46.60,47.63,-,47.09
2015-09-08,1194.96,45.93,49.52,45.94,46.37
2015-09-09,1191.51,47.55,47.58,44.15,47.79
2015-09-10,1182.93,45.75,48.89,45.92,45.98
2015-09-11,1182.69,-,48.14,44.63,-
2015-09-14,1182.83,45.47,46.37,44,45.66
2015-09-15,1179.13,43.87,46.63,44.59,44.01
2015-09-16,1170.22,44.08,49.75,47.15,44.19
2015-09-17,1166.89,46.78,49.08,46.9,46.86
2015-09-18,1173.04,45.99,47.47,44.68,46.08
2015-09-21,1178.45,44.58,48.92,46.68,44.66
2015-09-22,1185.56,45.00,49.08,45.83,45.19
2015-09-23,1194.94,45.13,47.75,44.48,45.53
2015-09-24,1191.14,-,48.17,44.91,-
2015-09-25,1193.07,44.98,48.6,45.7,45.4
2015-09-28,1196.04,45.01,47.34,44.43,45.41
2015-09-29,1196.02,43.95,48.23,45.23,44.33
2015-09-30,1185.29,44.31,48.37,45.09,44.85
2015-10-01,1178.71,45.92,47.69,44.74,46.29
2015-10-02,1173.1,45.38,48.13,45.54,45.77
2015-10-05,1161.01,45.91,49.25,46.26,46.12
2015-10-06,1161.58,46.48,51.92,48.53,46.75
2015-10-07,1158.81,48.97,51.33,47.81,49.31
2015-10-08,1152.98,48.41,53.05,49.43,48.74
2015-10-09,1148.05,49.99,52.65,49.63,50.32
2015-10-12,1144.16,49.61,49.86,47.1,49.75
2015-10-13,1150.29,47.08,49.24,46.66,47.17
2015-10-14,1137.01,46.52,49.15,46.64,46.63
2015-10-15,1123.04,46.44,48.71,46.38,46.58
2015-10-16,1131.44,46.58,50.46,47.26,46.76
2015-10-19,1132.06,46.22,48.61,45.89,46.48
2015-10-20,1131.49,44.61,48.71,45.55,44.81
2015-10-21,1140.07,44.43,47.85,45.2,44.66
2015-10-22,1130.36,43.71,48.08,45.38,43.92
2015-10-23,1136.01,43.90,47.99,44.6,44.11
2015-10-26,1129.63,43.48,47.54,43.98,43.7
2015-10-27,1136.14,43.01,46.81,43.2,43.22
2015-10-28,1145.6,43.11,49.05,45.94,43.28
2015-10-29,1142.19,44.45,48.8,46.06,44.72
2015-10-30,1141.16,43.94,49.56,46.59,44.22
2015-11-02,1138.38,44.55,48.79,46.14,44.49
2015-11-03,1129.91,43.89,50.54,47.9,44.24
2015-11-04,1135.25,45.45,48.58,46.32,45.8
2015-11-05,1137.91,43.70,47.98,45.2,44.03
2015-11-06,1152.78,43.16,47.42,44.29,43.48
2015-11-09,1158.79,42.88,47.19,43.87,43.19
2015-11-10,1158.93,-,47.44,44.21,-
2015-11-11,1155.23,42.59,45.81,42.93,42.92
2015-11-12,1159.28,41.68,44.06,41.75,41.93
2015-11-13,1170.34,40.77,43.61,40.74,40.98
2015-11-16,1169.64,40.35,44.56,41.74,40.5
2015-11-17,1169.77,40.39,43.57,40.67,40.53
2015-11-18,1166.3,39.64,44.14,40.75,39.79
2015-11-19,1155.66,40.13,44.18,40.54,40.27
2015-11-20,1154.62,40.07,44.66,40.39,40.23
2015-11-23,1158.86,39.57,44.83,41.75,39.82
2015-11-24,1146.72,40.70,46.12,42.87,40.84
2015-11-25,1144.21,41.40,46.17,43.04,41.6
2015-11-26,1148.88,40.94,45.46,-,41.17
2015-11-27,1156.83,40.37,44.86,41.71,40.58
2015-11-30,1160.61,39.87,44.61,41.65,40.07
2015-12-01,1155.69,39.80,44.44,41.85,39.95
2015-12-02,1163.01,39.75,42.49,39.94,39.93
2015-12-03,1154.02,38.29,43.84,41.08,38.42
2015-12-04,1163.64,39.11,43,39.97,39.31
2015-12-07,1176.35,38.35,40.73,37.65,38.52
2015-12-08,1180.49,36.91,40.26,37.51,36.94
2015-12-09,1181.96,36.49,40.11,37.16,36.51
2015-12-10,1179.06,36.51,39.73,36.76,36.54
2015-12-11,1187.58,36.20,37.93,35.62,36.26
2015-12-14,1184.32,34.64,37.92,36.31,34.7
2015-12-15,1174.69,33.82,38.45,37.35,33.94
2015-12-16,1172.02,34.24,37.19,35.52,34.37
2015-12-17,1185.04,32.86,37.06,34.95,32.98
2015-12-18,1182.43,32.98,36.88,34.73,33.07
2015-12-21,1174.46,31.98,36.35,34.74,32.15
2015-12-22,1171.72,32.00,36.11,36.14,32.16
2015-12-23,1174.02,31.82,37.36,37.5,32
2015-12-24,1170.03,32.83,37.89,38.1,33.03
2015-12-25,1170.95,,,,
2015-12-28,1168.85,32.61,36.62,36.81,32.73
2015-12-29,1171.56,32.11,37.79,37.87,32.2
2015-12-30,1177.51,32.74,36.46,36.6,32.88
2015-12-31,1175.95,32.19,37.28,37.04,32.26
2016-01-01,1175.45,,,,
2016-01-04,1190.35,32.54,37.22,36.76,32.53
2016-01-05,1190.81,31.66,36.42,35.97,31.89
2016-01-06,1200.52,30.76,34.23,33.97,30.95
2016-01-07,1197.29,27.96,33.75,33.27,28.21
2016-01-08,1207.94,29.11,33.55,33.16,29.32
2016-01-11,1204.76,28.07,31.55,31.41,28.37
2016-01-12,1210.33,26.44,30.86,30.44,26.69
2016-01-13,1210.24,26.49,30.31,30.48,26.7
2016-01-14,1207.74,26.04,31.03,31.2,26.21
2016-01-15,1214.81,26.22,28.94,29.42,26.43
2016-01-18,1211.57,24.65,28.55,-,24.83
2016-01-19,1207.49,24.72,28.76,28.46,24.91
2016-01-20,1209.25,23.36,27.88,26.55,23.68
2016-01-21,1203.76,22.83,29.25,29.53,23.09
2016-01-22,1197.57,23.88,32.18,32.19,24.18
2016-01-25,1199.7,26.10,30.5,30.34,26.44
2016-01-26,1198.2,24.84,31.8,31.45,25.17
2016-01-27,1208.79,26.11,33.1,32.3,26.47
2016-01-28,1207.74,27.08,33.89,33.22,27.48
2016-01-29,1208.11,28.37,34.74,33.62,28.77
2016-02-01,1202.79,29.01,34.24,31.62,29.3
2016-02-02,1212.48,28.08,32.72,29.88,28.58
2016-02-03,1201.14,27.52,35.04,32.28,27.95
2016-02-04,1191.94,29.51,34.46,31.72,29.99
2016-02-05,1206.35,29.22,34.06,30.89,29.62
2016-02-08,1204.05,-,32.88,29.69,-
2016-02-09,1198.7,-,30.32,27.94,-
2016-02-10,1189.05,26.20,30.84,27.45,26.62
2016-02-11,1200.65,26.08,30.06,26.21,26.55
2016-02-12,1207,26.86,33.36,29.44,27.46
2016-02-15,1214.74,29.22,33.39,-,30.01
2016-02-16,1218.91,30.66,32.18,29.04,31.33
2016-02-17,1224.24,28.31,34.5,30.66,29.07
2016-02-18,1228.94,30.25,34.28,30.77,31.12
2016-02-19,1233.87,30.07,33.01,29.64,30.95
2016-02-22,1224.44,29.33,34.69,31.48,30.14
2016-02-23,1232.04,29.69,33.27,31.87,30.64
2016-02-24,1232.71,28.57,34.41,32.15,29.46
2016-02-25,1235.2,29.46,35.29,33.07,30.35
2016-02-26,1243.13,30.43,35.1,32.78,31.36
2016-02-29,1238.24,29.99,35.97,33.75,30.93
2016-03-01,1229.35,31.65,36.81,34.4,32.37
2016-03-02,1225.1,31.95,36.93,34.66,33
2016-03-03,1212.07,32.04,37.07,34.57,33.13
2016-03-04,1198.5,32.17,38.72,35.92,33.28
2016-03-07,1199.89,34.39,40.84,37.9,35.52
2016-03-08,1210.24,35.56,39.65,36.5,36.81
2016-03-09,1209.85,35.03,41.07,38.29,36.18
2016-03-10,1205.44,36.25,40.05,37.84,37.45
2016-03-11,1187.9,36.37,40.39,38.5,37.47
2016-03-14,1189.05,35.69,39.53,37.18,36.89
2016-03-15,1194.94,34.66,38.74,36.34,35.85
2016-03-16,1178.94,34.80,40.33,38.46,35.9
2016-03-17,1154.94,36.67,41.54,40.2,37.8
2016-03-18,1164.3,37.42,41.2,39.44,38.64
2016-03-21,1161.3,37.14,41.54,39.91,38.37
2016-03-22,1157.27,37.43,41.79,41.45,38.68
2016-03-23,1168.85,37.14,40.47,39.79,38.44
2016-03-24,1168.55,36.04,40.44,39.46,37.26
2016-03-25,1169.05,,,,
2016-03-28,1165.99,36.31,40.27,39.39,37.5
2016-03-29,1155.74,36.17,39.14,38.28,37.37
2016-03-30,1143.85,35.45,39.26,38.32,36.58
2016-03-31,1144.97,35.05,39.6,38.34,36.34
2016-04-01,1147.89,36.22,38.67,36.79,37.29
2016-04-04,1152.16,34.84,37.69,35.7,35.96
2016-04-05,1160.81,33.83,37.87,35.89,34.94
2016-04-06,1155.84,34.69,39.84,37.75,35.72
2016-04-07,1160.8,36.48,39.43,37.26,37.56
2016-04-08,1151.64,36.71,41.94,39.72,37.75
2016-04-11,1142.64,37.79,42.83,40.36,38.98
2016-04-12,1143.89,38.67,44.69,42.17,39.88
2016-04-13,1146.24,40.11,44.18,41.76,41.4
2016-04-14,1153.74,39.66,43.84,41.5,40.91
